lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,roll_no,gender,race_ethnicity,parental_level_of_education,Cluster
0,1,47,93,70,74,284,std-3509,male,group C,high school,2
0,1,80,84,81,77,322,std-3510,male,group D,bachelor's degree,4
0,0,23,70,49,40,182,std-3511,male,group C,high school,2
0,1,48,82,91,46,267,std-3512,male,group D,master's degree,4
0,0,25,65,55,79,224,std-3513,male,group D,high school,4
0,0,40,76,79,38,233,std-3514,male,group E,master's degree,0
1,0,28,96,32,69,225,std-3515,male,group B,associate's degree,0
0,0,37,70,50,75,232,std-3516,male,group D,some high school,4
1,0,25,60,59,45,189,std-3517,male,group C,associate's degree,2
0,0,40,59,91,79,269,std-3518,male,group C,associate's degree,2
0,1,18,98,100,46,262,std-3519,male,group D,bachelor's degree,4
0,1,73,90,92,75,330,std-3520,male,group A,some college,0
1,0,88,58,45,60,251,std-3521,male,group C,associate's degree,2
1,0,41,76,100,15,232,std-3522,male,group A,some college,0
0,0,66,99,57,65,287,std-3523,male,group C,high school,2
1,0,22,72,66,26,186,std-3524,male,group C,associate's degree,2
1,1,77,45,82,77,281,std-3525,male,group D,high school,4
1,0,52,85,63,48,248,std-3526,male,group D,some college,4
1,0,100,77,72,72,321,std-3527,male,group D,some high school,4
1,0,41,53,81,80,255,std-3529,male,group E,high school,0
1,1,31,73,46,82,232,std-3530,male,group C,some high school,2
1,1,75,64,56,65,260,std-3531,male,group B,high school,0
1,0,100,71,80,49,300,std-3532,male,group D,some college,4
0,1,87,78,70,68,303,std-3533,male,group E,some high school,0
1,1,87,100,57,100,344,std-3534,male,group D,high school,4
0,0,83,100,37,74,294,std-3535,male,group B,associate's degree,0
1,0,35,81,73,68,257,std-3536,male,group B,bachelor's degree,0
1,1,70,78,73,64,285,std-3537,male,group C,associate's degree,2
0,0,29,63,52,28,172,std-3538,male,group E,associate's degree,0
0,0,72,67,81,63,283,std-3539,male,group A,some college,0
1,1,40,89,94,57,280,std-3540,male,group D,some college,4
0,0,47,100,68,71,286,std-3541,male,group D,high school,4
0,0,61,48,46,68,223,std-3542,male,group B,associate's degree,0
0,0,43,89,85,73,290,std-3543,male,group E,some college,0
1,0,42,63,78,41,224,std-3544,male,group D,bachelor's degree,4
1,0,59,63,68,46,236,std-3545,male,group E,some college,0
0,0,53,54,68,93,268,std-3546,male,group B,high school,0
0,0,98,71,99,79,347,std-3547,male,group C,master's degree,2
1,1,40,42,85,62,229,std-3548,male,group B,some high school,0
0,0,38,49,44,47,178,std-3549,male,group D,some high school,4
0,0,35,100,75,88,298,std-3550,male,group B,some college,0
1,0,56,50,91,55,252,std-3551,male,group D,high school,4
1,0,52,62,95,100,309,std-3552,male,group B,high school,0
1,1,33,88,63,79,263,std-3553,male,group A,some college,0
0,0,97,78,62,67,304,std-3554,male,group B,bachelor's degree,0
1,1,88,100,72,42,302,std-3555,male,group A,bachelor's degree,0
0,0,59,33,60,64,216,std-3556,male,group E,high school,0
1,0,51,74,72,100,297,std-3557,male,group C,associate's degree,2
1,0,72,83,97,84,336,std-3558,male,group D,high school,4
1,0,49,93,100,89,331,std-3559,male,group D,some high school,4
1,0,38,46,56,45,185,std-3560,male,group B,associate's degree,0
0,1,46,51,37,54,188,std-3561,male,group D,some college,4
0,1,62,66,69,63,260,std-3562,male,group E,some high school,0
1,1,75,55,67,56,253,std-3563,male,group B,high school,0
0,0,63,91,100,97,351,std-3564,male,group C,associate's degree,2
0,1,73,65,83,68,289,std-3565,male,group C,some college,2
0,1,67,17,54,90,228,std-3566,male,group C,associate's degree,2
1,0,87,75,45,78,285,std-3567,male,group B,some college,0
1,0,34,80,49,44,207,std-3568,male,group C,associate's degree,2
0,0,65,55,34,71,225,std-3569,male,group E,bachelor's degree,0
1,0,58,70,56,89,273,std-3570,male,group D,some college,4
1,0,60,17,76,82,235,std-3571,male,group C,master's degree,2
0,0,99,83,99,62,343,std-3572,male,group D,some college,4
1,0,36,78,75,52,241,std-3573,male,group E,bachelor's degree,0
1,1,46,65,63,37,211,std-3574,male,group B,bachelor's degree,0
0,1,82,89,59,67,297,std-3575,male,group D,some college,4
0,0,43,36,72,35,186,std-3576,male,group D,some college,4
1,0,20,74,68,60,222,std-3577,male,group E,master's degree,0
1,1,88,68,76,88,320,std-3578,male,group A,some college,0
1,0,96,90,55,83,324,std-3579,male,group B,high school,0
1,0,47,82,86,85,300,std-3580,male,group A,bachelor's degree,0
0,0,71,93,32,52,248,std-3581,male,group D,some high school,4
0,1,46,59,25,29,159,std-3582,male,group A,associate's degree,0
0,0,30,54,74,68,226,std-3583,male,group E,high school,0
0,1,15,74,79,73,241,std-3584,male,group A,some college,0
1,0,41,89,58,47,235,std-3585,male,group B,some high school,0
0,1,52,69,68,50,239,std-3586,male,group D,associate's degree,4
1,1,78,90,86,89,343,std-3587,male,group C,bachelor's degree,2
1,0,40,58,57,91,246,std-3588,male,group B,bachelor's degree,0
0,0,72,73,72,46,263,std-3589,male,group A,associate's degree,0
0,1,70,58,66,55,249,std-3590,male,group D,high school,4
1,0,36,69,29,37,171,std-3591,male,group B,high school,0
0,0,86,46,95,70,297,std-3592,male,group D,high school,4
1,1,71,62,83,53,269,std-3593,male,group E,bachelor's degree,0
0,0,77,91,89,24,281,std-3594,male,group C,some high school,2
1,0,27,64,50,68,209,std-3595,male,group D,associate's degree,4
1,0,69,76,54,72,271,std-3596,male,group B,master's degree,0
1,1,55,100,57,87,299,std-3597,male,group D,associate's degree,4
0,0,48,45,55,65,213,std-3598,male,group A,some college,0
1,1,31,36,61,50,178,std-3599,male,group B,high school,0
1,1,50,89,84,73,296,std-3600,male,group D,some college,4
1,1,69,80,66,73,288,std-3601,male,group D,some college,4
0,0,60,87,79,74,300,std-3602,male,group D,some high school,4
1,0,26,89,66,37,218,std-3603,male,group E,some college,0
1,1,24,100,82,100,306,std-3604,male,group E,bachelor's degree,0
0,0,65,23,84,82,254,std-3605,male,group B,associate's degree,0
0,0,49,49,23,75,196,std-3606,male,group B,high school,0
1,1,95,51,73,66,285,std-3607,male,group E,some college,0
1,0,27,74,67,27,195,std-3608,male,group E,some college,0
1,0,83,83,56,59,281,std-3609,male,group B,high school,0
0,1,62,65,42,35,204,std-3610,male,group B,some college,0
0,1,39,71,65,44,219,std-3611,male,group D,some high school,4
0,0,16,71,76,68,231,std-3612,male,group B,high school,0
1,0,58,81,78,36,253,std-3613,male,group D,some high school,4
0,1,45,77,79,90,291,std-3614,male,group E,some high school,0
1,0,69,69,32,95,265,std-3615,male,group D,some college,4
0,1,42,87,63,54,246,std-3616,male,group C,high school,2
1,1,24,99,82,100,305,std-3617,male,group B,some college,0
1,0,26,70,68,77,241,std-3618,male,group E,some college,0
1,0,61,46,61,48,216,std-3619,male,group C,some high school,2
1,0,22,46,61,73,202,std-3620,male,group D,high school,4
1,1,43,36,95,66,240,std-3621,male,group B,some college,0
0,0,47,84,90,42,263,std-3622,male,group D,some college,4
1,1,71,60,51,37,219,std-3623,male,group A,high school,0
0,1,38,43,76,83,240,std-3624,male,group B,bachelor's degree,0
1,1,84,82,46,33,245,std-3625,male,group D,master's degree,4
1,0,51,83,95,50,279,std-3626,male,group B,some high school,0
1,1,12,83,44,30,169,std-3627,male,group E,bachelor's degree,0
1,0,45,75,78,56,254,std-3628,male,group D,high school,4
0,1,46,25,59,56,186,std-3629,male,group B,associate's degree,0
1,0,32,42,83,41,198,std-3630,male,group C,bachelor's degree,2
1,0,68,63,73,100,304,std-3631,male,group C,some college,2
1,0,34,90,100,50,274,std-3633,male,group C,associate's degree,2
1,1,42,59,88,54,243,std-3634,male,group C,some college,2
0,0,24,76,54,13,167,std-3635,male,group D,master's degree,4
0,0,46,90,54,80,270,std-3636,male,group E,bachelor's degree,0
1,0,61,100,100,46,307,std-3637,male,group E,high school,0
1,0,58,67,93,79,297,std-3638,male,group C,associate's degree,2
1,0,33,49,33,55,170,std-3639,male,group D,high school,4
1,0,73,66,44,63,246,std-3640,male,group C,associate's degree,2
1,1,99,73,69,100,341,std-3641,male,group D,high school,4
1,0,63,55,67,95,280,std-3642,male,group C,some high school,2
0,0,48,75,93,79,295,std-3643,male,group C,bachelor's degree,2
0,1,94,79,41,73,287,std-3644,male,group D,high school,4
0,0,57,75,56,29,217,std-3645,male,group E,bachelor's degree,0
1,1,79,76,74,45,274,std-3646,male,group D,some high school,4
1,0,71,52,78,82,283,std-3647,male,group B,associate's degree,0
0,0,47,93,79,71,290,std-3648,male,group D,some college,4
0,1,79,80,91,81,331,std-3649,male,group E,high school,0
0,0,52,80,67,86,285,std-3651,male,group B,bachelor's degree,0
1,1,16,43,66,41,166,std-3652,male,group D,some high school,4
1,0,46,69,76,75,266,std-3653,male,group B,high school,0
0,0,28,59,36,48,171,std-3654,male,group A,some college,0
1,1,53,50,89,87,279,std-3655,male,group B,some college,0
1,0,49,61,81,44,235,std-3656,male,group D,some high school,4
0,0,53,59,47,26,185,std-3657,male,group B,some high school,0
1,0,38,32,52,71,193,std-3658,male,group B,associate's degree,0
1,0,93,55,80,42,270,std-3659,male,group B,some college,0
1,0,60,100,67,60,287,std-3660,male,group C,some college,2
0,1,69,87,44,61,261,std-3661,male,group B,some college,0
1,0,83,75,73,51,282,std-3663,male,group E,some high school,0
0,0,85,69,60,52,266,std-3664,male,group E,master's degree,0
1,1,25,100,80,68,273,std-3665,male,group E,some college,0
0,0,70,47,84,32,233,std-3666,male,group C,bachelor's degree,2
1,1,56,100,75,70,301,std-3667,male,group A,bachelor's degree,0
1,0,36,75,88,84,283,std-3668,male,group E,some college,0
0,0,40,64,49,80,233,std-3669,male,group B,some college,0
1,0,59,84,55,83,281,std-3670,male,group C,master's degree,2
1,0,16,66,84,70,236,std-3671,male,group C,some high school,2
0,0,55,72,92,46,265,std-3672,male,group E,some high school,0
1,0,50,88,100,90,328,std-3673,male,group A,associate's degree,0
0,1,15,78,91,54,238,std-3674,male,group E,associate's degree,0
1,0,49,69,69,70,257,std-3675,male,group D,bachelor's degree,4
1,0,23,75,86,55,239,std-3676,male,group A,associate's degree,0
1,0,56,93,85,30,264,std-3677,male,group E,associate's degree,0
0,0,33,62,54,86,235,std-3678,male,group C,some college,2
1,0,76,85,73,38,272,std-3679,male,group C,high school,2
1,0,38,39,74,88,239,std-3680,male,group B,master's degree,0
0,0,100,17,42,78,237,std-3681,male,group E,some high school,0
1,0,77,56,70,78,281,std-3682,male,group C,high school,2
1,0,47,71,73,48,239,std-3683,male,group D,master's degree,4
1,0,76,98,63,51,288,std-3684,male,group A,bachelor's degree,0
1,1,79,52,47,59,237,std-3685,male,group C,master's degree,2
0,1,30,97,62,56,245,std-3686,male,group B,associate's degree,0
1,1,31,64,41,95,231,std-3687,male,group E,associate's degree,0
0,0,31,72,81,56,240,std-3688,male,group A,high school,0
1,1,60,100,96,64,320,std-3689,male,group D,some college,4
1,1,45,93,58,61,257,std-3690,male,group A,some college,0
1,0,32,83,72,67,254,std-3691,male,group B,some college,0
1,1,44,92,76,34,246,std-3692,male,group C,some college,2
1,0,91,91,43,33,258,std-3693,male,group D,some college,4
1,1,20,95,89,31,235,std-3694,male,group A,some high school,0
0,1,44,17,55,58,174,std-3695,male,group B,high school,0
1,1,61,100,61,87,309,std-3696,male,group D,some college,4
1,1,68,100,81,71,320,std-3697,male,group B,associate's degree,0
1,0,49,64,71,68,252,std-3698,male,group A,associate's degree,0
0,1,64,69,61,100,294,std-3699,male,group E,bachelor's degree,0
0,0,28,75,95,67,265,std-3700,male,group A,some college,0
1,0,41,54,57,51,203,std-3701,male,group C,high school,2
1,0,0,45,63,50,158,std-3702,male,group E,some high school,0
0,0,49,58,59,41,207,std-3704,male,group E,some college,0
1,0,37,64,41,98,240,std-3706,male,group D,some college,4
0,0,14,86,42,85,227,std-3707,male,group C,associate's degree,2
1,1,65,70,68,70,273,std-3708,male,group B,master's degree,0
0,0,62,78,54,80,274,std-3709,male,group B,some high school,0
0,1,83,96,92,69,340,std-3710,male,group C,associate's degree,2
1,0,69,76,31,88,264,std-3711,male,group D,master's degree,4
1,1,99,63,42,87,291,std-3712,male,group E,some high school,0
1,1,50,48,73,57,228,std-3713,male,group C,master's degree,2
0,0,43,89,85,76,293,std-3714,male,group B,some high school,0
1,0,17,90,100,77,284,std-3715,male,group B,high school,0
1,1,74,86,100,56,316,std-3716,male,group B,high school,0
0,0,74,67,48,99,288,std-3717,male,group B,some high school,0
0,0,54,53,57,61,225,std-3718,male,group C,associate's degree,2
1,0,83,80,96,89,348,std-3719,male,group D,some high school,4
1,0,15,56,70,58,199,std-3720,male,group E,some high school,0
0,0,15,100,90,88,293,std-3721,male,group D,associate's degree,4
1,1,13,84,39,46,182,std-3722,male,group B,some high school,0
1,0,26,81,77,73,257,std-3723,male,group E,associate's degree,0
0,1,45,31,65,95,236,std-3724,male,group B,some college,0
0,0,20,81,95,43,239,std-3725,male,group B,high school,0
1,1,55,68,86,83,292,std-3726,male,group C,some college,2
1,0,75,67,68,58,268,std-3727,male,group B,some college,0
0,0,51,67,70,81,269,std-3728,male,group B,some college,0
0,0,71,69,80,95,315,std-3729,male,group E,high school,0
0,1,40,95,92,73,300,std-3730,male,group A,some college,0
1,1,37,74,61,66,238,std-3731,male,group E,master's degree,0
1,0,50,99,80,93,322,std-3732,male,group D,some college,4
0,1,61,85,64,91,301,std-3733,male,group C,associate's degree,2
0,0,12,75,64,19,170,std-3734,male,group B,associate's degree,0
1,1,35,68,51,66,220,std-3735,male,group B,some college,0
1,1,49,88,60,48,245,std-3736,male,group B,high school,0
0,0,64,100,99,73,336,std-3737,male,group D,some college,4
1,0,61,53,76,49,239,std-3738,male,group D,some college,4
1,0,54,55,84,86,279,std-3739,male,group B,high school,0
1,0,22,62,78,93,255,std-3740,male,group B,some college,0
1,0,78,69,81,73,301,std-3741,male,group B,bachelor's degree,0
1,1,42,99,78,84,303,std-3742,male,group B,bachelor's degree,0
0,0,80,100,72,89,341,std-3743,male,group C,bachelor's degree,2
0,1,100,47,82,63,292,std-3744,male,group B,some college,0
0,0,29,17,75,98,219,std-3745,male,group D,associate's degree,4
0,1,10,43,67,47,167,std-3746,male,group E,some college,0
0,1,47,52,85,85,269,std-3747,male,group D,bachelor's degree,4
1,0,16,23,58,73,170,std-3748,male,group B,bachelor's degree,0
1,0,77,60,75,68,280,std-3749,male,group E,some college,0
1,0,48,83,84,98,313,std-3750,male,group C,some college,2
0,0,76,79,47,91,293,std-3751,male,group C,master's degree,2
0,0,71,71,43,39,224,std-3752,male,group D,some college,4
1,1,66,82,45,54,247,std-3753,male,group D,some high school,4
1,0,35,72,56,66,229,std-3754,male,group C,high school,2
1,1,5,52,96,54,207,std-3755,male,group D,some college,4
0,1,23,61,90,83,257,std-3756,male,group C,bachelor's degree,2
1,1,59,68,73,81,281,std-3757,male,group D,some college,4
1,1,35,82,25,52,194,std-3758,male,group E,some high school,0
1,0,83,67,59,100,309,std-3759,male,group B,associate's degree,0
0,0,51,86,67,75,279,std-3760,male,group D,master's degree,4
1,1,86,50,49,52,237,std-3761,male,group B,master's degree,0
0,1,44,80,97,63,284,std-3762,male,group A,some high school,0
1,0,37,85,62,69,253,std-3763,male,group B,some college,0
1,0,81,70,81,59,291,std-3764,male,group A,some college,0
0,0,74,72,55,36,237,std-3765,male,group E,some high school,0
0,0,39,92,36,59,226,std-3766,male,group C,some college,2
1,0,89,69,76,65,299,std-3767,male,group D,some college,4
1,1,43,86,66,80,275,std-3768,male,group B,some college,0
1,1,10,100,62,60,232,std-3769,male,group D,some high school,4
1,0,8,78,37,61,184,std-3770,male,group B,some high school,0
0,0,34,91,49,62,236,std-3771,male,group C,some college,2
1,0,70,57,58,100,285,std-3772,male,group B,associate's degree,0
0,0,9,74,55,42,180,std-3773,male,group C,master's degree,2
1,0,40,88,51,59,238,std-3774,male,group C,some college,2
1,1,51,54,100,64,269,std-3775,male,group D,associate's degree,4
1,1,18,67,58,37,180,std-3776,male,group C,high school,2
1,1,0,61,78,63,202,std-3777,male,group D,high school,4
1,0,39,100,80,58,277,std-3778,male,group E,some high school,0
0,1,58,77,100,97,332,std-3779,male,group A,bachelor's degree,0
0,1,55,84,97,72,308,std-3780,male,group C,some college,2
1,1,77,86,100,83,346,std-3781,male,group E,some college,0
1,1,45,34,38,81,198,std-3782,male,group E,high school,0
1,0,80,87,69,30,266,std-3783,male,group C,some college,2
0,0,41,62,66,48,217,std-3784,male,group C,some high school,2
0,1,34,36,63,100,233,std-3785,male,group E,high school,0
1,0,53,71,59,39,222,std-3786,male,group D,high school,4
1,0,37,52,62,64,215,std-3787,male,group D,bachelor's degree,4
1,0,28,70,89,58,245,std-3788,male,group C,associate's degree,2
1,0,68,73,94,66,301,std-3789,male,group B,master's degree,0
1,1,67,84,56,78,285,std-3790,male,group B,some high school,0
0,0,62,100,51,81,294,std-3791,male,group E,high school,0
0,0,22,53,62,61,198,std-3792,male,group A,some high school,0
0,1,33,42,47,36,158,std-3793,male,group E,associate's degree,0
1,0,99,41,89,81,310,std-3794,male,group C,high school,2
1,1,28,100,64,100,292,std-3795,male,group B,some college,0
1,0,80,73,47,100,300,std-3796,male,group E,some high school,0
1,0,32,58,73,32,195,std-3797,male,group C,associate's degree,2
1,0,93,82,71,75,321,std-3798,male,group C,some high school,2
1,0,52,60,81,55,248,std-3799,male,group B,some college,0
0,0,62,81,63,80,286,std-3800,male,group C,associate's degree,2
1,1,60,98,65,54,277,std-3801,male,group A,some high school,0
0,0,42,83,92,70,287,std-3802,male,group E,some high school,0
0,0,70,95,76,90,331,std-3803,male,group D,associate's degree,4
0,0,22,66,42,46,176,std-3804,male,group B,bachelor's degree,0
1,1,61,94,51,51,257,std-3805,male,group C,some college,2
1,0,34,97,65,100,296,std-3806,male,group B,associate's degree,0
1,1,88,50,66,76,280,std-3807,male,group D,associate's degree,4
0,1,19,61,78,51,209,std-3808,male,group D,master's degree,4
0,1,20,73,46,44,183,std-3809,male,group B,some high school,0
1,0,41,98,63,61,263,std-3810,male,group E,bachelor's degree,0
1,0,54,74,71,72,271,std-3811,male,group B,some college,0
1,1,50,75,74,59,258,std-3812,male,group B,high school,0
1,1,63,90,62,88,303,std-3813,male,group D,master's degree,4
