TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster,Category
377.92,33,204,1,2254.71,Debit,Raleigh,Branch,Engineer,0,Transaksi Normal
11.04,30,43,1,6983.04,Debit,Phoenix,Online,Engineer,0,Transaksi Normal
275.46,36,67,1,9697.75,Debit,Fort Worth,ATM,Doctor,0,Transaksi Normal
179.76,78,81,1,5909.52,Debit,Philadelphia,Online,Retired,0,Transaksi Normal
32.34,44,45,1,7847.62,Debit,Kansas City,Branch,Doctor,0,Transaksi Normal
273.92,79,109,1,4543.56,Debit,Portland,Branch,Retired,0,Transaksi Normal
375.45,19,32,1,1307.23,Debit,Fort Worth,Branch,Student,0,Transaksi Normal
388.98,23,155,1,1819.91,Debit,Fresno,ATM,Student,0,Transaksi Normal
492.84,25,38,1,577.67,Debit,Indianapolis,ATM,Student,0,Transaksi Normal
148.85,57,25,1,7802.36,Debit,Mesa,ATM,Doctor,0,Transaksi Normal
119.95,62,47,5,2596.61,Credit,Philadelphia,Branch,Retired,1,Transaksi Abnormal
391.66,50,103,1,2406.31,Debit,Fresno,Branch,Engineer,0,Transaksi Normal
185.99,41,53,1,402.45,Credit,Fresno,Branch,Engineer,1,Transaksi Abnormal
322.48,27,57,1,1238.43,Debit,Jacksonville,ATM,Student,0,Transaksi Normal
20.27,18,22,1,796.35,Debit,Miami,Branch,Student,0,Transaksi Normal
280.61,47,129,3,7888.76,Debit,Mesa,ATM,Engineer,0,Transaksi Normal
199.02,61,269,1,4658.89,Debit,Houston,ATM,Retired,0,Transaksi Normal
104.23,63,108,1,5009.29,Credit,Louisville,Online,Retired,1,Transaksi Abnormal
353.59,52,109,5,1822.34,Credit,New York,Branch,Retired,1,Transaksi Abnormal
55.86,39,68,1,5346.46,Debit,Seattle,Online,Engineer,0,Transaksi Normal
10.77,31,178,1,10704.95,Debit,Indianapolis,ATM,Doctor,0,Transaksi Normal
95.55,33,51,1,2434.74,Debit,Louisville,Branch,Engineer,0,Transaksi Normal
477.07,27,278,1,6568.07,Debit,Columbus,Online,Engineer,0,Transaksi Normal
9.1,52,63,1,2791.45,Credit,San Francisco,Online,Retired,1,Transaksi Abnormal
21.41,57,99,1,658.91,Debit,Louisville,Online,Doctor,0,Transaksi Normal
278.28,28,26,1,1346.88,Debit,Jacksonville,Branch,Student,0,Transaksi Normal
388.1,73,40,1,3022.12,Credit,Los Angeles,Online,Retired,1,Transaksi Abnormal
215.39,27,216,1,1582.55,Debit,Detroit,ATM,Student,0,Transaksi Normal
194.37,66,161,1,14395.88,Debit,Milwaukee,ATM,Doctor,0,Transaksi Normal
37.7,20,109,1,1741.1,Debit,Miami,ATM,Student,0,Transaksi Normal
19.59,64,122,1,1061.69,Debit,Charlotte,Branch,Retired,0,Transaksi Normal
81.35,41,103,1,7192.45,Debit,Houston,Online,Engineer,0,Transaksi Normal
314.54,58,228,1,9923.45,Credit,Virginia Beach,Branch,Engineer,1,Transaksi Abnormal
466.64,58,11,1,10915.11,Debit,Las Vegas,ATM,Doctor,0,Transaksi Normal
397.01,22,100,1,719.52,Debit,Los Angeles,ATM,Student,0,Transaksi Normal
472.48,55,87,1,7128.82,Debit,New York,Branch,Engineer,0,Transaksi Normal
67.15,59,14,1,9028.49,Debit,Indianapolis,Online,Doctor,0,Transaksi Normal
102.67,79,119,1,4656.94,Debit,Albuquerque,Branch,Retired,0,Transaksi Normal
460.09,35,146,3,6990.64,Credit,Fresno,Online,Doctor,1,Transaksi Abnormal
453.49,66,147,1,6366.43,Debit,Seattle,Branch,Doctor,0,Transaksi Normal
267.17,26,170,1,1382.62,Debit,Seattle,ATM,Student,0,Transaksi Normal
111.26,66,43,1,14350.11,Debit,Boston,ATM,Doctor,0,Transaksi Normal
121.17,68,158,1,12990.77,Debit,Phoenix,ATM,Doctor,0,Transaksi Normal
213.28,51,94,1,4835.91,Debit,Mesa,Branch,Retired,0,Transaksi Normal
187.88,60,180,1,2154.58,Debit,Nashville,ATM,Engineer,0,Transaksi Normal
471.88,34,141,1,14833.34,Credit,San Jose,Online,Doctor,1,Transaksi Abnormal
83.79,57,47,1,5061.3,Debit,Nashville,ATM,Engineer,0,Transaksi Normal
212.14,72,105,1,7225.06,Debit,Austin,Branch,Retired,0,Transaksi Normal
99.16,79,202,1,2607.58,Debit,San Francisco,Online,Retired,0,Transaksi Normal
839.33,60,86,1,11538.97,Credit,Louisville,Branch,Doctor,1,Transaksi Abnormal
29.91,76,43,3,2834.84,Credit,Philadelphia,Online,Retired,1,Transaksi Abnormal
4.24,38,38,1,7822.73,Debit,San Diego,Online,Engineer,0,Transaksi Normal
50.29,58,64,1,7604.9,Credit,Raleigh,Online,Doctor,1,Transaksi Abnormal
135.85,57,269,1,1480.39,Debit,Fresno,Online,Retired,0,Transaksi Normal
368.53,68,34,1,13696.31,Debit,Raleigh,Branch,Doctor,0,Transaksi Normal
17.95,64,135,1,12344.9,Credit,Sacramento,Branch,Doctor,1,Transaksi Abnormal
127.8,31,47,1,8630.99,Credit,Virginia Beach,Branch,Engineer,1,Transaksi Abnormal
16.73,45,48,1,2202.62,Debit,Houston,Online,Engineer,0,Transaksi Normal
317.12,44,80,1,14409.74,Debit,Fort Worth,Branch,Doctor,0,Transaksi Normal
476.63,79,115,1,4894.25,Debit,Charlotte,ATM,Retired,0,Transaksi Normal
156.58,24,160,1,8981.61,Debit,Portland,Branch,Student,0,Transaksi Normal
55.12,34,261,1,3791.99,Credit,Houston,Online,Engineer,1,Transaksi Abnormal
15.74,27,38,1,690.16,Debit,Denver,Branch,Student,0,Transaksi Normal
353.68,70,145,1,6777.12,Debit,Las Vegas,Online,Retired,0,Transaksi Normal
297.15,76,178,1,5449.37,Debit,Phoenix,Online,Retired,0,Transaksi Normal
647.85,36,121,1,13779.97,Debit,Omaha,Branch,Doctor,0,Transaksi Normal
75.04,49,178,1,9648.6,Debit,El Paso,ATM,Engineer,0,Transaksi Normal
273.92,28,35,1,1029.15,Debit,Virginia Beach,Online,Student,0,Transaksi Normal
215.8,51,66,1,3656.62,Credit,Jacksonville,Branch,Retired,1,Transaksi Abnormal
963.77,41,248,1,6710.51,Debit,Louisville,ATM,Engineer,0,Transaksi Normal
420.6,26,55,1,1778.75,Debit,Louisville,Branch,Student,0,Transaksi Normal
688.36,23,22,1,5191.13,Credit,Memphis,Branch,Student,1,Transaksi Abnormal
285.18,55,150,1,14847.97,Credit,Sacramento,Branch,Doctor,1,Transaksi Abnormal
213.55,63,15,1,5238.37,Debit,Boston,ATM,Doctor,0,Transaksi Normal
463.11,51,159,1,10238.82,Credit,Las Vegas,Branch,Doctor,1,Transaksi Abnormal
150.03,73,176,1,7491.42,Debit,Columbus,ATM,Retired,0,Transaksi Normal
428.61,51,131,1,2116.36,Debit,Fresno,Branch,Retired,0,Transaksi Normal
309.56,58,147,1,972.04,Debit,Charlotte,Online,Doctor,0,Transaksi Normal
377.08,26,71,1,6430.86,Credit,Mesa,Branch,Student,1,Transaksi Abnormal
77.25,68,157,1,14077.97,Debit,Virginia Beach,Branch,Doctor,0,Transaksi Normal
146.92,64,272,1,3990.6,Debit,Portland,ATM,Retired,0,Transaksi Normal
126.6,22,146,1,961.65,Debit,San Antonio,Branch,Student,0,Transaksi Normal
101.34,24,46,1,703.26,Debit,Boston,ATM,Student,0,Transaksi Normal
184.97,58,268,1,1156.67,Debit,Denver,Branch,Doctor,0,Transaksi Normal
451.15,46,175,1,1356.47,Debit,Colorado Springs,ATM,Engineer,0,Transaksi Normal
516.47,25,94,1,1305.06,Credit,Charlotte,ATM,Student,1,Transaksi Abnormal
880.04,25,29,1,261.97,Debit,Sacramento,ATM,Student,0,Transaksi Normal
353.69,59,163,1,9500.79,Debit,San Jose,Online,Engineer,0,Transaksi Normal
66.69,25,140,1,1210.33,Credit,San Antonio,Branch,Student,1,Transaksi Abnormal
95.75,31,169,1,337.62,Debit,Los Angeles,Branch,Engineer,0,Transaksi Normal
43.91,27,86,1,1806.68,Debit,Albuquerque,Online,Student,0,Transaksi Normal
98.03,54,165,1,6323.45,Debit,El Paso,Branch,Engineer,0,Transaksi Normal
617.66,42,128,1,7155.95,Debit,Boston,ATM,Engineer,0,Transaksi Normal
888.57,62,102,1,7896.14,Debit,San Antonio,Online,Retired,0,Transaksi Normal
107.48,22,129,1,591.23,Debit,Omaha,Branch,Student,0,Transaksi Normal
36.57,62,69,1,2583.07,Debit,Omaha,ATM,Retired,0,Transaksi Normal
575.62,43,129,1,234.41,Debit,Oklahoma City,Online,Doctor,0,Transaksi Normal
84.89,37,70,1,4735.61,Debit,San Jose,ATM,Engineer,0,Transaksi Normal
832.3,69,86,1,6617.52,Credit,Austin,Branch,Retired,1,Transaksi Abnormal
180.65,22,38,5,816.01,Debit,Charlotte,Branch,Student,0,Transaksi Normal
7.76,52,84,1,7393.11,Credit,Las Vegas,Online,Retired,1,Transaksi Abnormal
109.3,56,27,1,13510.11,Debit,Fort Worth,Branch,Doctor,0,Transaksi Normal
230.08,79,124,1,4466.1,Debit,Austin,Online,Retired,0,Transaksi Normal
361.92,54,111,1,7474.31,Debit,Detroit,ATM,Retired,0,Transaksi Normal
71.29,68,55,2,7225.63,Debit,Chicago,ATM,Retired,0,Transaksi Normal
122.45,46,98,1,7255.49,Debit,New York,Branch,Doctor,0,Transaksi Normal
642.53,65,128,1,11417.91,Debit,Mesa,ATM,Doctor,0,Transaksi Normal
62.86,25,31,1,1040.43,Debit,Houston,Branch,Student,0,Transaksi Normal
175.21,69,69,1,6039.04,Credit,Mesa,ATM,Doctor,1,Transaksi Abnormal
168.0,32,11,1,3498.58,Credit,Tucson,Branch,Engineer,1,Transaksi Abnormal
11.46,67,73,1,6628.75,Debit,Chicago,Online,Retired,0,Transaksi Normal
382.07,62,147,1,10156.09,Credit,Omaha,Branch,Doctor,1,Transaksi Abnormal
13.48,18,20,3,521.88,Debit,Las Vegas,Online,Student,0,Transaksi Normal
65.32,28,54,1,9165.02,Debit,Mesa,ATM,Student,0,Transaksi Normal
83.07,27,291,4,6704.76,Debit,Miami,Branch,Engineer,0,Transaksi Normal
730.1,77,93,1,6384.05,Credit,Chicago,Branch,Retired,1,Transaksi Abnormal
85.31,62,27,1,6095.65,Debit,Kansas City,ATM,Retired,0,Transaksi Normal
726.61,18,277,1,1008.76,Debit,Phoenix,ATM,Student,0,Transaksi Normal
130.4,45,63,1,4381.24,Debit,Raleigh,Branch,Engineer,0,Transaksi Normal
68.1,20,47,1,1382.8,Debit,Milwaukee,ATM,Student,0,Transaksi Normal
65.26,26,72,1,7380.63,Debit,Sacramento,Branch,Student,0,Transaksi Normal
191.62,63,51,1,1981.67,Debit,Jacksonville,Branch,Doctor,0,Transaksi Normal
212.88,39,122,1,7036.72,Debit,Fresno,Online,Doctor,0,Transaksi Normal
88.38,30,138,1,3707.82,Debit,Virginia Beach,ATM,Engineer,0,Transaksi Normal
48.77,42,51,1,2040.16,Credit,Austin,Online,Engineer,1,Transaksi Abnormal
289.1,27,206,1,267.53,Debit,Baltimore,ATM,Student,0,Transaksi Normal
390.09,26,49,1,2617.23,Debit,El Paso,Online,Engineer,0,Transaksi Normal
48.29,37,242,1,8883.4,Debit,San Diego,Online,Engineer,0,Transaksi Normal
333.83,63,135,1,1660.66,Debit,Fresno,ATM,Retired,0,Transaksi Normal
1074.29,67,79,1,2011.6,Debit,Portland,Branch,Retired,0,Transaksi Normal
100.27,79,51,1,4309.9,Debit,Miami,Online,Retired,0,Transaksi Normal
44.54,31,164,1,362.4,Debit,San Antonio,ATM,Engineer,0,Transaksi Normal
1156.18,52,40,1,836.69,Credit,Phoenix,Online,Doctor,1,Transaksi Abnormal
82.17,28,21,1,1913.06,Debit,Fort Worth,Branch,Student,0,Transaksi Normal
1045.45,19,150,1,563.46,Debit,Baltimore,Online,Student,0,Transaksi Normal
447.42,32,65,1,6133.22,Debit,Charlotte,Online,Engineer,0,Transaksi Normal
590.26,25,48,1,1068.28,Credit,Austin,Branch,Student,1,Transaksi Abnormal
192.73,71,157,1,2037.75,Debit,Milwaukee,Branch,Retired,0,Transaksi Normal
146.01,26,269,1,221.79,Debit,San Francisco,Online,Student,0,Transaksi Normal
136.05,24,63,3,1127.54,Debit,Atlanta,Online,Student,0,Transaksi Normal
11.57,56,64,1,2061.61,Credit,New York,Branch,Retired,1,Transaksi Abnormal
102.34,51,78,1,9326.28,Debit,San Antonio,Online,Doctor,0,Transaksi Normal
7.82,36,273,1,2240.49,Debit,Boston,ATM,Engineer,0,Transaksi Normal
79.43,74,72,1,6579.37,Debit,Dallas,ATM,Retired,0,Transaksi Normal
386.97,58,137,1,1876.35,Debit,Raleigh,Branch,Retired,0,Transaksi Normal
51.22,23,82,1,1664.59,Debit,Fresno,Branch,Student,0,Transaksi Normal
256.05,54,35,1,6910.18,Debit,Nashville,ATM,Retired,0,Transaksi Normal
7.79,34,298,1,1319.85,Debit,Los Angeles,Branch,Doctor,0,Transaksi Normal
233.71,63,11,1,6095.5,Debit,Louisville,Branch,Doctor,0,Transaksi Normal
176.37,55,126,1,2420.86,Debit,Boston,Branch,Retired,0,Transaksi Normal
122.63,21,153,1,359.06,Debit,Milwaukee,Branch,Student,0,Transaksi Normal
86.41,75,125,1,3128.71,Debit,Fresno,ATM,Retired,0,Transaksi Normal
21.57,54,71,1,7587.48,Debit,San Francisco,ATM,Retired,0,Transaksi Normal
82.67,26,46,1,290.59,Debit,Milwaukee,Branch,Student,0,Transaksi Normal
451.35,47,223,1,7707.96,Credit,Baltimore,Branch,Engineer,1,Transaksi Abnormal
299.42,63,53,1,4735.41,Credit,San Jose,Branch,Retired,1,Transaksi Abnormal
543.47,18,122,1,6165.03,Debit,Los Angeles,ATM,Student,0,Transaksi Normal
346.76,21,116,1,1637.75,Credit,San Jose,Branch,Student,1,Transaksi Abnormal
47.48,24,66,1,585.52,Debit,El Paso,Branch,Student,0,Transaksi Normal
64.92,58,236,1,5481.76,Debit,Atlanta,Branch,Engineer,0,Transaksi Normal
350.72,28,48,1,1982.9,Credit,Fresno,ATM,Student,1,Transaksi Abnormal
3.8,65,174,1,5766.96,Debit,Charlotte,Online,Doctor,0,Transaksi Normal
22.54,26,42,1,7139.11,Debit,El Paso,Online,Engineer,0,Transaksi Normal
767.14,62,38,1,4732.57,Credit,Mesa,Branch,Retired,1,Transaksi Abnormal
167.47,35,103,1,2293.13,Debit,Sacramento,ATM,Engineer,0,Transaksi Normal
43.65,30,212,1,2870.67,Credit,Charlotte,Branch,Engineer,1,Transaksi Abnormal
391.08,56,105,1,6885.16,Debit,Fresno,Online,Retired,0,Transaksi Normal
390.77,44,34,1,5500.56,Debit,Portland,Online,Doctor,0,Transaksi Normal
508.16,39,131,1,5609.44,Debit,Mesa,ATM,Engineer,0,Transaksi Normal
36.76,65,108,1,1228.93,Credit,Philadelphia,Online,Retired,1,Transaksi Abnormal
332.33,27,101,1,192.63,Debit,Kansas City,ATM,Student,0,Transaksi Normal
362.09,32,31,1,6590.28,Debit,New York,Branch,Engineer,0,Transaksi Normal
42.58,30,80,1,13485.0,Debit,San Jose,Online,Doctor,0,Transaksi Normal
122.35,53,188,1,6472.5,Credit,Atlanta,Branch,Retired,1,Transaksi Abnormal
248.66,28,113,1,2571.39,Debit,Chicago,Online,Engineer,0,Transaksi Normal
461.25,54,171,1,676.1,Credit,Sacramento,Online,Doctor,1,Transaksi Abnormal
61.77,56,49,1,12352.2,Debit,Charlotte,Branch,Doctor,0,Transaksi Normal
268.92,29,148,1,8765.38,Debit,Chicago,Branch,Engineer,0,Transaksi Normal
303.97,24,77,5,1590.88,Debit,Fort Worth,Online,Student,0,Transaksi Normal
219.02,54,68,1,7375.73,Credit,San Diego,Online,Engineer,1,Transaksi Abnormal
125.14,20,31,1,1845.18,Debit,Baltimore,Branch,Student,0,Transaksi Normal
47.6,53,115,1,1382.51,Debit,Austin,Online,Engineer,0,Transaksi Normal
592.82,74,248,1,7508.98,Debit,Memphis,Online,Retired,0,Transaksi Normal
372.5,22,211,1,3901.82,Debit,Nashville,ATM,Student,0,Transaksi Normal
4.72,32,20,1,4792.01,Debit,Fort Worth,Branch,Engineer,0,Transaksi Normal
144.93,42,74,1,6887.52,Debit,Fresno,Branch,Engineer,0,Transaksi Normal
316.56,28,261,1,8643.51,Debit,Denver,Online,Engineer,0,Transaksi Normal
9.18,22,140,1,887.32,Debit,San Francisco,Online,Student,0,Transaksi Normal
421.25,25,66,1,7174.69,Debit,Fort Worth,Online,Student,0,Transaksi Normal
185.71,48,194,1,2679.91,Debit,Virginia Beach,Branch,Engineer,0,Transaksi Normal
1432.02,60,138,1,4315.07,Debit,Louisville,Branch,Retired,0,Transaksi Normal
26.27,45,177,1,8853.93,Credit,Portland,Online,Engineer,1,Transaksi Abnormal
297.03,61,151,1,1088.62,Debit,Austin,Online,Retired,0,Transaksi Normal
341.67,53,96,5,1442.29,Debit,Omaha,Branch,Retired,0,Transaksi Normal
99.52,52,127,1,3798.09,Debit,San Diego,ATM,Engineer,0,Transaksi Normal
881.1,28,16,1,9951.68,Debit,Phoenix,Branch,Student,0,Transaksi Normal
139.69,52,180,1,9567.94,Debit,Indianapolis,Online,Engineer,0,Transaksi Normal
42.72,37,143,1,2669.66,Debit,Nashville,ATM,Engineer,0,Transaksi Normal
112.72,31,17,1,9630.0,Debit,Washington,Branch,Doctor,0,Transaksi Normal
568.88,19,105,1,1307.86,Debit,Nashville,Branch,Student,0,Transaksi Normal
189.03,28,50,1,1916.46,Debit,Oklahoma City,ATM,Student,0,Transaksi Normal
199.8,20,163,1,167.28,Debit,Detroit,ATM,Student,0,Transaksi Normal
189.08,68,238,1,10790.8,Debit,Miami,Branch,Doctor,0,Transaksi Normal
958.9,31,135,1,9977.49,Debit,Memphis,Branch,Engineer,0,Transaksi Normal
409.59,35,50,1,14563.02,Debit,Albuquerque,Online,Doctor,0,Transaksi Normal
349.34,28,245,1,614.14,Credit,Indianapolis,ATM,Student,1,Transaksi Abnormal
283.15,24,180,1,603.79,Debit,Baltimore,Online,Student,0,Transaksi Normal
151.82,51,105,1,2197.12,Debit,Chicago,ATM,Retired,0,Transaksi Normal
438.59,37,103,1,8994.39,Debit,San Jose,Online,Engineer,0,Transaksi Normal
590.57,79,93,1,3224.6,Debit,Milwaukee,ATM,Retired,0,Transaksi Normal
63.74,63,31,1,4336.4,Debit,Chicago,Online,Retired,0,Transaksi Normal
77.02,59,132,1,800.83,Credit,Miami,Online,Doctor,1,Transaksi Abnormal
501.15,47,208,1,8821.84,Debit,Phoenix,Branch,Engineer,0,Transaksi Normal
917.81,64,75,2,3173.17,Debit,Kansas City,ATM,Retired,0,Transaksi Normal
8.95,76,102,1,3299.84,Debit,Oklahoma City,Online,Retired,0,Transaksi Normal
173.6,21,160,1,421.44,Debit,Austin,Online,Student,0,Transaksi Normal
149.4,53,123,1,1035.22,Debit,Chicago,ATM,Retired,0,Transaksi Normal
388.21,53,237,1,9724.49,Credit,Columbus,Branch,Doctor,1,Transaksi Abnormal
484.3,61,230,3,7910.3,Credit,Boston,Online,Retired,1,Transaksi Abnormal
126.04,65,167,1,6041.69,Credit,Charlotte,Branch,Retired,1,Transaksi Abnormal
52.04,50,31,1,8436.12,Credit,Colorado Springs,Branch,Doctor,1,Transaksi Abnormal
389.7,62,216,1,7125.15,Credit,Austin,Branch,Doctor,1,Transaksi Abnormal
161.1,19,104,1,239.12,Credit,Miami,ATM,Student,1,Transaksi Abnormal
309.77,67,137,1,4378.14,Credit,San Antonio,Online,Retired,1,Transaksi Abnormal
838.57,41,273,1,14576.47,Debit,Phoenix,ATM,Doctor,0,Transaksi Normal
202.55,21,34,2,701.73,Debit,Dallas,ATM,Student,0,Transaksi Normal
724.18,41,134,1,10922.78,Debit,Fort Worth,Branch,Doctor,0,Transaksi Normal
124.98,24,78,1,642.0,Debit,Washington,ATM,Student,0,Transaksi Normal
487.32,52,164,1,7707.96,Debit,Kansas City,Branch,Doctor,0,Transaksi Normal
635.91,46,78,1,13267.09,Credit,Jacksonville,Branch,Doctor,1,Transaksi Abnormal
205.65,62,144,1,3582.16,Debit,Houston,Branch,Retired,0,Transaksi Normal
39.41,25,132,1,921.91,Debit,Louisville,Branch,Student,0,Transaksi Normal
254.0,35,63,1,5788.53,Debit,Nashville,Branch,Doctor,0,Transaksi Normal
436.8,36,213,1,4515.43,Debit,Houston,Branch,Engineer,0,Transaksi Normal
224.73,76,63,1,7551.89,Debit,Miami,Branch,Retired,0,Transaksi Normal
752.69,65,115,1,14489.69,Credit,Dallas,ATM,Doctor,1,Transaksi Abnormal
78.5,31,41,1,13991.5,Credit,San Jose,Branch,Doctor,1,Transaksi Abnormal
50.0,53,87,1,185.87,Credit,Jacksonville,ATM,Doctor,1,Transaksi Abnormal
132.42,18,164,1,726.39,Debit,Denver,ATM,Student,0,Transaksi Normal
11.67,76,105,1,7458.63,Debit,Fort Worth,Branch,Retired,0,Transaksi Normal
83.16,61,177,1,3065.87,Debit,Los Angeles,ATM,Retired,0,Transaksi Normal
149.02,46,176,1,9379.72,Credit,Fort Worth,Branch,Engineer,1,Transaksi Abnormal
74.27,59,148,1,13696.61,Credit,Memphis,Online,Doctor,1,Transaksi Abnormal
876.57,62,118,1,3743.63,Credit,Portland,ATM,Retired,1,Transaksi Abnormal
615.58,42,133,1,14343.0,Debit,Jacksonville,ATM,Doctor,0,Transaksi Normal
643.03,36,52,1,2882.16,Credit,Jacksonville,Online,Engineer,1,Transaksi Abnormal
7.95,79,65,1,5631.2,Debit,Phoenix,ATM,Retired,0,Transaksi Normal
270.92,77,143,1,4574.43,Credit,Louisville,Branch,Retired,1,Transaksi Abnormal
499.48,24,133,1,1242.62,Debit,Charlotte,ATM,Student,0,Transaksi Normal
841.5,25,287,1,352.31,Credit,Atlanta,Branch,Student,1,Transaksi Abnormal
138.82,77,53,1,3100.22,Debit,Fort Worth,Online,Retired,0,Transaksi Normal
231.46,60,83,1,4707.24,Credit,Miami,Branch,Engineer,1,Transaksi Abnormal
292.08,72,32,1,7950.48,Debit,Columbus,ATM,Retired,0,Transaksi Normal
63.98,54,258,1,7954.12,Debit,Baltimore,Online,Doctor,0,Transaksi Normal
235.21,67,74,1,5946.61,Debit,Boston,Branch,Doctor,0,Transaksi Normal
201.73,57,78,1,6650.71,Debit,Baltimore,Online,Engineer,0,Transaksi Normal
161.31,28,13,1,1268.67,Debit,Nashville,ATM,Student,0,Transaksi Normal
18.41,53,168,1,8287.54,Debit,Atlanta,Branch,Doctor,0,Transaksi Normal
471.75,34,41,1,12948.5,Credit,San Jose,Branch,Doctor,1,Transaksi Abnormal
290.02,55,246,1,4746.71,Debit,Milwaukee,Branch,Engineer,0,Transaksi Normal
48.05,27,38,1,5334.97,Debit,New York,Branch,Engineer,0,Transaksi Normal
359.42,55,30,1,1765.45,Debit,Baltimore,Branch,Doctor,0,Transaksi Normal
32.91,19,255,1,427.3,Debit,Fort Worth,Online,Student,0,Transaksi Normal
3.8,67,140,1,6285.39,Debit,Denver,Branch,Retired,0,Transaksi Normal
31.81,51,149,1,1406.6,Debit,Fort Worth,Online,Retired,0,Transaksi Normal
220.2,28,102,1,1075.15,Debit,Boston,Online,Student,0,Transaksi Normal
476.03,77,99,1,5958.34,Credit,Houston,Branch,Retired,1,Transaksi Abnormal
141.91,23,49,1,791.97,Debit,Miami,Branch,Student,0,Transaksi Normal
95.83,27,91,1,1726.4,Debit,Washington,Online,Student,0,Transaksi Normal
51.15,46,199,1,8992.25,Credit,Los Angeles,Branch,Engineer,1,Transaksi Abnormal
1192.2,60,103,5,7816.41,Credit,Jacksonville,Branch,Retired,1,Transaksi Abnormal
50.75,62,185,1,8271.47,Debit,Boston,ATM,Doctor,0,Transaksi Normal
185.07,22,159,1,636.42,Debit,Colorado Springs,Branch,Student,0,Transaksi Normal
293.54,40,45,1,2290.1,Debit,Sacramento,Online,Engineer,0,Transaksi Normal
23.38,32,89,1,9968.49,Debit,Memphis,Branch,Engineer,0,Transaksi Normal
285.26,28,93,1,167.72,Debit,Atlanta,ATM,Student,0,Transaksi Normal
129.48,31,179,1,7581.7,Debit,Seattle,ATM,Engineer,0,Transaksi Normal
743.03,50,174,1,4111.38,Debit,New York,ATM,Engineer,0,Transaksi Normal
297.86,28,96,1,1680.14,Credit,Milwaukee,ATM,Student,1,Transaksi Abnormal
231.92,66,12,1,5715.08,Debit,Indianapolis,ATM,Doctor,0,Transaksi Normal
295.82,47,46,1,5897.73,Credit,Chicago,Branch,Engineer,1,Transaksi Abnormal
302.86,55,275,1,5239.24,Debit,Los Angeles,Online,Doctor,0,Transaksi Normal
81.08,58,56,1,7788.91,Debit,Omaha,ATM,Engineer,0,Transaksi Normal
775.6,79,158,1,3898.64,Credit,Mesa,Branch,Retired,1,Transaksi Abnormal
178.43,26,136,1,1214.93,Debit,Baltimore,Branch,Student,0,Transaksi Normal
211.91,20,181,1,927.47,Debit,Indianapolis,Online,Student,0,Transaksi Normal
17.21,23,219,1,914.16,Debit,Omaha,Online,Student,0,Transaksi Normal
124.22,23,172,1,9695.04,Debit,Charlotte,ATM,Student,0,Transaksi Normal
38.37,63,135,1,8647.04,Debit,San Antonio,ATM,Doctor,0,Transaksi Normal
269.79,52,17,1,1292.1,Debit,San Jose,ATM,Engineer,0,Transaksi Normal
605.42,21,33,1,392.34,Debit,Mesa,ATM,Student,0,Transaksi Normal
11.19,60,40,1,9877.17,Debit,Austin,ATM,Engineer,0,Transaksi Normal
29.19,58,41,1,12059.85,Credit,Nashville,Branch,Doctor,1,Transaksi Abnormal
701.7,61,64,1,6643.24,Credit,Seattle,Online,Retired,1,Transaksi Abnormal
862.34,57,72,1,9903.48,Debit,Kansas City,Branch,Doctor,0,Transaksi Normal
410.97,22,45,1,151.42,Debit,Los Angeles,ATM,Student,0,Transaksi Normal
36.97,41,79,1,2850.92,Debit,Virginia Beach,Branch,Engineer,0,Transaksi Normal
137.59,30,95,1,10679.67,Debit,Nashville,ATM,Doctor,0,Transaksi Normal
168.11,51,12,1,10652.13,Credit,New York,Online,Doctor,1,Transaksi Abnormal
430.98,24,93,1,569.25,Debit,Baltimore,Branch,Student,0,Transaksi Normal
13.87,24,20,1,954.83,Debit,Phoenix,Branch,Student,0,Transaksi Normal
642.68,76,66,1,1831.2,Debit,Jacksonville,ATM,Retired,0,Transaksi Normal
175.07,28,169,2,9274.64,Debit,Las Vegas,Online,Engineer,0,Transaksi Normal
302.82,36,175,1,9384.54,Debit,Jacksonville,ATM,Engineer,0,Transaksi Normal
1647.74,67,52,1,1483.84,Debit,Louisville,ATM,Retired,0,Transaksi Normal
